種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.93,11,0,11,1,0,2,2,3,3,1,0,9.2,3,1,7,4,0,1,1,0.72,0.094,-,9.67
Nighter,2.25,27,0,27,1,1,9,2,10,3,1,1,24.0,17,0,29,8,0,7,6,1.04,0.205,-,3.43
