アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,33,34.4%,安打,20,58.8%
フライ,25,26.0%,四死球,12,35.3%
空三振,29,30.2%,失策出塁,2,5.9%
見三振,7,7.3%,野選,0,0.0%
犠打,2,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
