球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.237,54,233,207,19,49,5,3,2,66,7,43,20,2,3,3,0,10,3,2,.313,.319,0.632
みずほPayPay,.263,10,39,38,5,10,2,0,0,12,3,7,1,0,0,0,0,2,2,0,.282,.316,0.598
エスコンＦ,.281,8,35,32,1,9,1,1,0,12,4,7,3,0,0,0,0,0,0,1,.343,.375,0.718
楽天モバイル,.182,7,22,22,1,4,0,0,0,4,1,6,0,0,0,0,0,0,0,0,.182,.182,0.364
京セラD大阪,.385,6,27,26,2,10,0,1,1,15,2,3,0,0,1,0,0,1,0,0,.407,.577,0.984
ベルーナドーム,.360,6,27,25,3,9,3,0,0,12,0,3,2,0,0,0,0,1,0,0,.407,.480,0.887
Pa その他,.389,5,20,18,3,7,0,1,0,9,1,3,0,0,2,0,0,0,0,0,.450,.500,0.95
東京ドーム,.286,2,9,7,1,2,0,0,0,2,3,2,2,0,0,0,0,0,0,0,.444,.286,0.73
甲子園,.364,3,12,11,0,4,0,0,0,4,2,3,1,0,0,0,0,0,1,0,.417,.364,0.78
横浜,.385,3,14,13,3,5,1,0,1,9,1,1,1,0,0,0,0,0,0,0,.429,.692,1.121
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.200,3,14,10,0,2,0,0,0,2,0,2,3,0,0,1,0,1,0,0,.385,.200,0.585
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
