守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,.283,48,211,191,15,54,4,5,2,74,11,40,16,1,2,2,0,5,1,1,.344,.387,0.732
右翼手,.275,49,216,193,23,53,8,1,2,69,11,32,17,1,4,2,0,10,5,2,.346,.358,0.703
指名打者,.125,4,16,16,0,2,0,0,0,2,2,4,0,0,0,0,0,0,0,0,.125,.125,0.25
途中出場,.222,6,9,9,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,.222,.222,0.444
