打率.231,試合87,打席286,打数264,得点22,安打61,内安4,内安率6.6,２Ｂ10,３Ｂ0,本塁5,HR勝敗4-1-0,塁打86,打点21,三振62
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
13,1,3,3,3,0,3,0.0,2,0,4,.246,.272,.326,.598
