球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,66,46.8%,148.1,10,15,12,22,56.1%,34.5%,.167,12,2,0,6,3,0
スライダー,20,14.2%,132.1,5,1,8,3,70.0%,31.3%,.400,5,2,0,2,0,0
カットボール,16,11.3%,139.5,2,4,1,5,43.8%,28.6%,.200,5,1,0,1,0,0
ツーシーム,15,10.6%,144.5,0,3,2,10,33.3%,0.0%,-,0,0,0,0,1,0
フォーク,8,5.7%,135.9,1,0,3,4,50.0%,25.0%,.000,1,0,0,1,0,0
チェンジアップ,8,5.7%,130.5,1,0,2,2,37.5%,16.7%,.333,3,1,0,0,0,0
カーブ,5,3.5%,117.0,1,2,0,1,60.0%,50.0%,.000,2,0,0,1,0,0
スプリット,1,0.7%,145.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シンカー,1,0.7%,124.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
シュート,1,0.7%,148.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
