アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,8,33.3%,安打,6,60.0%
フライ,4,16.7%,四死球,4,40.0%
空三振,7,29.2%,失策出塁,0,0.0%
見三振,4,16.7%,野選,0,0.0%
犠打,1,4.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
