左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
55.6% (10),55.6% (10),55.6% (10),33.3% (6),33.3% (6),33.3% (6),11.1% (2),11.1% (2),11.1% (2)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (2),- (0),66.7% (8),66.7% (4),- (0),16.7% (2),0.0% (0),- (0),16.7% (2)
