球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.268,40,92,82,5,22,3,0,0,25,13,11,6,0,0,1,3,0,0,3,.308,.305,0.613
みずほPayPay,.250,4,4,4,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,.250,.500,0.75
エスコンＦ,.417,6,12,12,0,5,0,0,0,5,1,2,0,0,0,0,0,0,0,0,.417,.417,0.833
ZOZOマリン,.143,4,8,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.125,.143,0.268
京セラD大阪,.364,7,14,11,1,4,0,0,0,4,1,0,2,0,0,0,1,0,0,0,.429,.364,0.792
ベルーナドーム,.118,6,21,17,0,2,0,0,0,2,3,2,3,0,0,0,1,0,0,0,.238,.118,0.356
Pa その他,.500,4,10,10,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,.500,.500,1.0
東京ドーム,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.333,2,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.333,.333,0.667
神宮,-,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.000,-,1.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
