チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
阪神,0.219,22,80,73,5,16,7,0,0,23,8,28,3,0,2,1,1,0,1,1,0.266,0.315,0.581
ＤｅＮＡ,0.323,18,68,62,11,20,5,1,3,36,6,21,6,1,0,0,0,1,1,0,0.382,0.581,0.963
広島,0.287,24,94,87,13,25,3,0,7,49,13,26,6,0,1,0,0,1,1,1,0.34,0.563,0.904
ヤクルト,0.225,20,81,71,9,16,6,0,4,34,10,24,8,1,2,0,0,0,0,1,0.321,0.479,0.8
中日,0.366,23,93,82,12,30,3,0,3,42,11,24,10,1,0,0,1,3,0,1,0.43,0.512,0.942
