左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.4% (86),30.4% (86),30.4% (86),24.0% (68),24.0% (68),24.0% (68),45.6% (129),45.6% (129),45.6% (129)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.5% (25),23.5% (4),33.9% (57),37.8% (37),0.0% (0),18.5% (31),36.7% (36),76.5% (13),47.6% (80)
