条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.244,275,250,61,18,0,8,96,23,1,0,1
対左投手,0.298,201,181,54,8,1,9,48,14,4,1,1
