条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.25,9,8,2,0,0,0,3,1,0,0,0
対左打者,0.294,20,17,5,0,0,0,11,2,1,0,0
