条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.272,369,335,91,17,1,6,51,24,7,0,3
対左投手,0.25,184,172,43,9,2,4,29,8,2,2,0
