チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.333,3,15,12,1,4,0,0,0,4,2,2,1,0,1,0,1,0,0,0,0.4,0.333,0.733
阪神,0.333,3,13,12,0,4,0,0,0,4,1,3,1,0,0,0,0,1,0,0,0.385,0.333,0.718
ＤｅＮＡ,0.167,3,14,12,0,2,1,0,0,3,1,2,2,0,0,0,0,0,0,0,0.286,0.25,0.536
広島,0.154,3,13,13,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0.154,0.231,0.385
ヤクルト,0.273,3,13,11,4,3,0,0,0,3,0,1,2,0,0,0,0,2,0,0,0.385,0.273,0.657
中日,0.308,3,13,13,1,4,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0.308,0.308,0.615
