アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,142,38.4%,安打,134,73.2%
フライ,146,39.5%,四死球,41,22.4%
空三振,68,18.4%,失策出塁,8,4.4%
見三振,12,3.2%,野選,0,0.0%
犠打,2,0.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
