条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.275,375,353,97,21,2,8,8,59,19,3,0,0,0.317
1塁,0.221,74,68,15,0,0,2,4,10,4,0,2,0,0.264
2塁,0.206,40,34,7,2,0,0,3,6,5,1,0,0,0.325
3塁,0.333,6,3,1,0,0,0,1,0,1,2,0,0,0.667
1・2塁,0.235,18,17,4,2,0,0,5,0,1,0,0,0,0.278
1・3塁,0.273,15,11,3,1,0,0,5,1,1,2,0,1,0.4
2・3塁,0.667,9,6,4,0,1,0,7,0,1,1,0,1,0.667
満塁,0.2,16,15,3,0,0,0,5,4,0,0,0,1,0.188
得点圏,0.256,104,86,22,5,1,0,26,11,9,6,0,3,0.356
