打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,117,35,0.299,3,18,7,0,0,0.339
2打席目,112,33,0.295,2,14,10,0,2,0.347
3打席目,116,29,0.25,3,13,7,0,1,0.29
4打席目,112,24,0.214,0,24,10,0,0,0.279
5打席目以上,50,13,0.26,2,11,7,2,0,0.351
