球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,869,43.0%,147.1,59,170,206,254,50.1%,13.3%,.273,209,57,8,30,20,5
スライダー,256,12.7%,129.1,28,43,41,88,43.8%,22.4%,.296,71,21,0,15,1,2
フォーク,203,10.1%,136.6,31,17,27,93,36.9%,33.3%,.170,47,8,0,13,4,1
カットボール,178,8.8%,136.6,24,39,32,50,53.4%,27.0%,.216,37,8,0,6,2,0
チェンジアップ,143,7.1%,130.1,15,21,21,54,39.9%,22.1%,.250,36,9,1,4,1,0
カーブ,133,6.6%,117.3,2,29,17,55,36.1%,4.1%,.290,31,9,0,1,0,0
ツーシーム,100,5.0%,142.5,7,11,14,33,32.0%,12.5%,.343,35,12,1,1,2,0
スプリット,57,2.8%,139.1,16,5,6,19,47.4%,48.5%,.375,16,6,0,5,0,0
ナックルカーブ,32,1.6%,126.3,4,11,1,11,50.0%,40.0%,.125,8,1,0,3,1,0
シュート,14,0.7%,138.8,2,2,4,3,57.1%,22.2%,.500,4,2,0,1,0,0
パワーカーブ,11,0.5%,122.7,0,3,0,4,27.3%,0.0%,.250,4,1,0,0,0,1
シンカー,11,0.5%,133.3,1,1,1,3,27.3%,14.3%,.000,5,0,0,0,0,0
縦スライダー,6,0.3%,131.8,1,1,1,1,50.0%,25.0%,.000,3,0,0,1,0,0
スローカーブ,4,0.2%,100.0,0,2,0,1,50.0%,0.0%,.000,1,0,0,0,0,0
スラーブ,1,0.0%,128.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.0%,110.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
