マルチ安,猛打賞,固め打ち,2得点超,3打点超,マルチ本,ソロ,2ラン,3ラン,満塁弾,3三振超,2四死超,マルチ盗,2失超
38,14,1,8,1,0,8,2,0,0,7,6,3,0
