左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.3% (153),36.3% (153),36.3% (153),20.2% (85),20.2% (85),20.2% (85),43.5% (183),43.5% (183),43.5% (183)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
32.3% (40),0.0% (0),39.4% (113),25.8% (32),0.0% (0),18.5% (53),41.9% (52),100.0% (10),42.2% (121)
