月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.194,19,78,72,4,14,2,0,0,16,2,6,2,1,1,2,1,0,0,0,.224,.222,0.446
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
7月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
8月,.278,23,83,79,4,22,6,1,0,30,6,5,2,0,0,1,1,0,0,2,.293,.380,0.672
9月,.250,23,92,88,11,22,6,1,0,30,5,9,4,0,0,0,0,1,0,1,.283,.341,0.624
10月,.250,2,8,8,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,.250,.250,0.5
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
