条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.222,31,27,6,1,0,0,0,0,1,3,0,0.25
1-0より,.143,21,21,3,0,0,0,0,0,0,0,0,0.143
2-0より,.500,6,6,3,0,0,0,0,0,0,0,0,0.5
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.200,26,25,5,0,1,0,0,0,0,0,1,0.192
1-1より,.118,34,34,4,2,0,0,0,0,0,0,0,0.118
2-1より,.435,23,23,10,3,0,0,0,0,0,0,0,0.435
3-1より,.125,12,8,1,0,0,0,0,3,0,0,1,0.333
0-2より,.417,12,12,5,1,0,0,2,0,0,0,0,0.417
1-2より,.238,42,42,10,3,0,0,9,0,0,0,0,0.238
2-2より,.273,33,33,9,2,0,0,7,0,0,0,0,0.273
3-2より,.250,20,16,4,2,1,0,3,4,0,0,0,0.4
