守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.000,2,8,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,.125,.000,0.125
二塁手,.190,6,21,21,0,4,1,0,0,5,2,3,0,0,0,0,0,0,0,0,.190,.238,0.429
三塁手,.000,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.000,.000,0.0
遊撃手,.250,1,4,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,.250,.250,0.5
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.278,18,19,18,0,5,2,0,0,7,6,3,1,0,0,0,0,0,1,0,.316,.389,0.705
