種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.48,13,0,13,1,0,1,0,2,1,1,0,18.2,12,0,16,2,2,3,1,0.75,0.185,-,6.22
Visitor,4.96,11,2,9,1,1,0,0,1,1,1,0,16.1,19,2,10,7,0,10,9,1.59,0.311,3.38,1.72
