条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.216,79,74,16,4,1,1,15,5,0,0,0,0.266
1塁,0.316,22,19,6,1,1,0,4,1,0,2,0,0.35
2塁,0.222,11,9,2,0,0,0,2,0,2,0,0,0.364
3塁,0.571,9,7,4,0,0,1,1,1,0,0,1,0.556
1・2塁,0.333,9,9,3,0,0,0,2,0,0,0,0,0.333
1・3塁,0.0,4,3,0,0,0,0,0,1,0,0,0,0.25
2・3塁,0.0,3,2,0,0,0,0,1,1,0,0,0,0.333
満塁,0.0,4,3,0,0,0,0,1,0,0,0,1,0.0
得点圏,0.273,40,33,9,0,0,1,7,3,2,0,2,0.35
