条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.236,130,110,26,5,0,3,29,18,0,2,0
対左打者,0.266,109,94,25,3,1,2,18,11,0,2,2
