打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,114,24,0.211,0,19,4,21,0,0.237
2打席目,123,38,0.309,0,14,9,6,1,0.353
3打席目,117,33,0.282,0,14,13,7,1,0.351
4打席目,115,33,0.287,0,17,13,7,1,0.357
5打席目以上,56,21,0.375,0,12,8,3,0,0.453
