条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.283,356,332,94,12,2,0,0,51,23,1,0,0,0.331
1塁,0.313,125,83,26,4,0,0,1,6,5,0,37,0,0.352
2塁,0.234,57,47,11,0,0,0,6,11,5,2,3,0,0.333
3塁,0.375,17,16,6,1,0,0,6,3,1,0,0,0,0.412
1・2塁,0.269,33,26,7,0,0,0,3,1,3,0,4,0,0.345
1・3塁,0.333,7,6,2,0,0,0,3,2,0,0,0,1,0.286
2・3塁,0.222,16,9,2,1,0,0,4,2,6,0,0,1,0.5
満塁,0.167,14,12,2,0,1,0,7,1,1,0,0,1,0.214
得点圏,0.259,144,116,30,2,1,0,29,20,16,2,7,3,0.35
