条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.284,365,310,88,10,1,0,49,29,1,23,2
対左投手,0.281,260,221,62,8,2,0,28,15,2,21,1
