球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.286,62,258,217,28,62,10,0,0,72,13,34,16,0,1,23,1,6,2,2,.336,.332,0.668
東京ドーム,.240,13,59,50,9,12,1,1,0,15,5,7,3,0,1,5,0,2,0,0,.296,.300,0.596
横浜,.326,11,50,46,5,15,2,0,0,17,3,4,2,0,0,2,0,5,1,0,.354,.370,0.724
マツダスタジアム,.213,13,54,47,8,10,2,1,0,14,4,8,2,0,0,4,1,1,0,0,.240,.298,0.538
神宮,.354,12,55,48,5,17,2,0,0,19,2,5,3,0,0,3,1,1,1,0,.385,.396,0.78
バンテリンドーム,.250,12,54,44,5,11,0,1,0,13,1,11,7,0,1,2,0,1,0,0,.365,.295,0.661
Ce その他,.333,3,15,12,0,4,1,0,0,5,0,3,3,1,0,0,0,0,1,0,.467,.417,0.883
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.182,3,14,11,1,2,0,0,0,2,0,1,2,0,0,1,0,1,1,0,.308,.182,0.49
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.462,3,17,13,0,6,0,0,0,6,1,0,3,0,0,1,0,0,0,0,.563,.462,1.024
京セラD大阪,.281,8,37,32,4,9,0,0,0,9,1,3,3,0,0,2,0,2,1,0,.343,.281,0.624
ベルーナドーム,.182,3,12,11,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,.182,.182,0.364
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
