条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.313,74,48,15,2,0,0,0,1,0,24,1,0.32
1-0より,.243,46,37,9,0,1,0,0,0,0,9,0,0.243
2-0より,.333,7,3,1,0,0,0,0,1,1,2,0,0.6
3-0より,-,9,0,0,0,0,0,0,9,0,0,0,1.0
0-1より,.279,72,68,19,3,1,0,0,0,0,4,0,0.279
1-1より,.279,73,68,19,3,1,0,0,0,0,4,1,0.275
2-1より,.313,32,32,10,0,0,0,0,0,0,0,0,0.313
3-1より,.538,24,13,7,2,0,0,0,10,0,1,0,0.739
0-2より,.293,41,41,12,4,0,0,12,0,0,0,0,0.293
1-2より,.258,89,89,23,2,0,0,26,0,0,0,0,0.258
2-2より,.217,86,83,18,1,0,0,28,0,2,0,1,0.233
3-2より,.347,72,49,17,1,0,0,11,23,0,0,0,0.556
