球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,1071,45.8%,146.5,29,313,163,374,47.2%,7.6%,.332,190,63,0,29,25,3
スライダー,296,12.7%,128.5,27,50,55,104,44.6%,19.0%,.268,71,19,0,12,4,0
カットボール,268,11.5%,136.1,25,48,46,79,44.4%,17.7%,.205,73,15,0,13,3,0
フォーク,175,7.5%,134.7,14,13,30,69,32.6%,15.1%,.286,56,16,0,7,5,0
ツーシーム,128,5.5%,142.7,6,21,18,46,35.2%,9.8%,.237,38,9,0,2,2,0
チェンジアップ,106,4.5%,130.9,11,21,12,33,41.5%,21.2%,.188,32,6,0,5,1,0
カーブ,99,4.2%,118.1,6,20,13,37,39.4%,14.3%,.360,25,9,0,2,1,0
スプリット,66,2.8%,138.5,3,4,8,36,22.7%,11.5%,.235,17,4,0,2,1,0
シュート,53,2.3%,143.4,1,12,7,20,37.7%,4.8%,.364,11,4,0,0,0,0
ナックルカーブ,41,1.8%,125.4,3,9,8,15,48.8%,17.6%,.250,8,2,0,2,0,0
シンカー,22,0.9%,133.8,5,4,3,6,54.5%,41.7%,.143,7,1,0,3,1,0
縦スライダー,4,0.2%,122.0,0,0,0,4,0.0%,-%,-,0,0,0,0,0,0
スラーブ,3,0.1%,107.3,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
スクリュー,2,0.1%,139.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
パワーカーブ,1,0.0%,127.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
パーム,1,0.0%,128.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
ワンシーム,1,0.0%,-,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
