アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,9,42.9%,安打,14,93.3%
フライ,7,33.3%,四死球,1,6.7%
空三振,1,4.8%,失策出塁,0,0.0%
見三振,2,9.5%,野選,0,0.0%
犠打,2,9.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
