球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,82,55.8%,147.0,2,19,22,22,52.4%,4.9%,.444,18,8,0,2,1,0
フォーク,46,31.3%,136.2,4,4,8,19,34.8%,17.4%,.333,12,4,0,1,0,0
スライダー,18,12.2%,133.3,1,1,5,7,38.9%,10.0%,.667,3,2,1,0,0,0
シュート,1,0.7%,148.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
