防御率2.63,試合24,先発24,救援0,連投(試)0,連投(日)0,勝利9,敗戦8,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投2,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.529,160.2,666,2583,16.1,134,13,161,50,0,6,9,0,55,47,1.15,66.7%
