条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.405,81,74,30,11,0,4,0,0,3,2,2,0.418
1-0より,0.29,35,31,9,0,0,1,0,0,0,3,1,0.281
2-0より,0.4,12,10,4,0,0,2,0,0,0,1,1,0.364
3-0より,0.0,10,2,0,0,0,0,0,8,0,0,0,0.8
0-1より,0.262,68,65,17,1,1,2,0,0,2,1,0,0.284
1-1より,0.367,62,60,22,3,0,1,0,0,0,1,1,0.361
2-1より,0.269,27,26,7,0,0,0,0,0,0,0,1,0.259
3-1より,0.25,21,12,3,1,0,1,0,9,0,0,0,0.571
0-2より,0.143,64,63,9,2,0,0,37,0,1,0,0,0.156
1-2より,0.144,104,104,15,1,0,1,55,0,0,0,0,0.144
2-2より,0.096,83,83,8,0,0,0,41,0,0,0,0,0.096
3-2より,0.154,99,65,10,0,0,1,28,33,0,0,1,0.434
