条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.228,119,114,26,7,0,0,38,3,1,1,0
対左打者,0.253,114,95,24,1,2,0,30,13,2,3,1
