種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.19,32,0,32,2,3,8,13,10,15,2,3,30.1,21,0,34,10,1,6,4,1.02,0.193,-,5.06
Visitor,3.6,26,0,26,1,3,1,15,2,16,1,3,25.0,29,0,34,6,2,10,10,1.4,0.29,-,2.5
