条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.223,319,296,66,8,0,9,9,39,19,4,0,0,0.279
1塁,0.317,106,101,32,8,0,1,7,10,5,0,0,0,0.349
2塁,0.302,61,53,16,2,0,2,12,3,7,1,0,0,0.393
3塁,0.375,9,8,3,0,0,0,5,0,0,0,0,1,0.333
1・2塁,0.439,41,41,18,4,0,3,21,4,0,0,0,0,0.439
1・3塁,0.6,13,10,6,1,0,0,8,0,1,0,0,2,0.538
2・3塁,0.0,7,5,0,0,0,0,1,3,1,0,0,1,0.143
満塁,0.273,13,11,3,1,0,0,7,2,1,0,0,1,0.308
得点圏,0.359,144,128,46,8,0,5,54,12,10,1,0,5,0.396
