月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.238,24,92,84,4,20,3,0,0,23,10,9,7,1,0,0,1,0,0,1,.293,.274,0.567
5月,.311,23,99,90,10,28,3,0,2,37,13,6,9,0,0,0,0,0,0,0,.374,.411,0.785
6月,.275,22,90,80,6,22,4,0,4,38,8,12,9,0,0,0,1,0,0,1,.344,.475,0.819
7月,.258,22,92,89,7,23,6,0,3,38,13,14,1,0,2,0,0,0,0,0,.283,.427,0.71
8月,.279,25,107,104,8,29,4,0,3,42,11,12,2,0,1,0,0,0,0,1,.299,.404,0.703
9月,.253,21,85,75,10,19,4,0,2,29,11,8,5,0,2,0,3,0,0,0,.306,.387,0.693
10月,1.000,1,4,3,2,3,0,0,1,6,4,0,1,0,0,0,0,0,0,0,1.000,2.000,3.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
