条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.318,45,44,14,2,0,3,0,0,0,0,1,0.311
1-0より,.225,42,40,9,3,0,0,0,0,2,0,0,0.262
2-0より,.600,10,10,6,0,0,2,0,0,0,0,0,0.6
3-0より,-,12,0,0,0,0,0,0,12,0,0,0,1.0
0-1より,.345,60,58,20,2,0,0,0,0,1,0,1,0.35
1-1より,.230,75,74,17,4,0,1,0,0,0,0,1,0.227
2-1より,.333,39,39,13,3,0,0,0,0,0,0,0,0.333
3-1より,.286,26,14,4,0,0,2,0,12,0,0,0,0.615
0-2より,.184,38,38,7,0,0,1,9,0,0,0,0,0.184
1-2より,.278,93,90,25,3,0,3,25,0,1,0,2,0.28
2-2より,.224,77,76,17,5,0,2,19,0,1,0,0,0.234
3-2より,.286,52,42,12,2,0,1,8,10,0,0,0,0.423
