条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.266,345,320,85,14,0,11,34,21,0,0,4
対左投手,0.288,224,205,59,10,0,4,27,13,5,0,1
