アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,10,21.3%,安打,12,80.0%
フライ,16,34.0%,四死球,3,20.0%
空三振,14,29.8%,失策出塁,0,0.0%
見三振,7,14.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
