チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
日本ハム,7.20,1,1,0,0,1,0,0,0,0,0,0,5.0,8,3,4,0,1,4,4,1.6,0.364,0.00,-
ロッテ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天,1.80,1,1,0,1,0,0,0,0,0,0,0,5.0,6,0,4,3,0,1,1,1.8,0.286,14.40,-
オリックス,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
西武,2.00,1,1,0,1,0,0,0,0,0,0,0,9.0,8,0,5,0,0,2,2,0.89,0.25,5.63,-
