条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.261,388,352,92,21,1,10,56,26,1,7,2
対左打者,0.232,317,284,66,11,1,3,46,16,0,14,3
