条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.235,83,68,16,3,0,3,0,1,0,13,1,0.243
1-0より,0.255,52,47,12,4,0,2,0,0,0,3,2,0.245
2-0より,0.2,10,10,2,1,0,0,0,0,0,0,0,0.2
3-0より,0.0,5,1,0,0,0,0,0,4,0,0,0,0.8
0-1より,0.321,80,78,25,5,1,1,0,0,0,2,0,0.321
1-1より,0.347,50,49,17,3,0,1,0,0,0,0,1,0.34
2-1より,0.444,47,45,20,6,0,3,0,0,0,2,0,0.444
3-1より,0.375,15,8,3,1,0,0,0,7,0,0,0,0.667
0-2より,0.094,64,64,6,0,0,0,25,0,0,0,0,0.094
1-2より,0.215,123,121,26,4,1,1,44,0,0,1,1,0.213
2-2より,0.21,101,100,21,3,0,0,25,0,1,0,0,0.218
3-2より,0.222,75,45,10,2,0,2,8,30,0,0,0,0.533
