球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,114,45.8%,146.7,14,19,17,45,43.9%,28.0%,.273,22,6,2,4,1,0
カットボール,99,39.8%,134.2,15,21,22,24,58.6%,27.8%,.192,26,5,0,9,2,0
チェンジアップ,20,8.0%,132.7,1,0,2,12,15.0%,12.5%,.200,5,1,0,0,0,0
スライダー,10,4.0%,126.2,1,1,2,6,40.0%,33.3%,.000,1,0,0,1,0,0
カーブ,5,2.0%,118.6,1,0,1,3,40.0%,50.0%,-,0,0,0,0,0,0
フォーク,1,0.4%,137.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
