条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.34,58,50,17,1,0,2,0,1,1,5,1,0.358
1-0より,0.161,35,31,5,1,0,2,0,0,0,4,0,0.161
2-0より,0.5,8,8,4,0,0,0,0,0,0,0,0,0.5
3-0より,0.667,6,3,2,0,0,1,0,3,0,0,0,0.833
0-1より,0.471,54,51,24,5,0,0,0,0,1,1,1,0.472
1-1より,0.3,31,30,9,0,0,1,0,0,0,1,0,0.3
2-1より,0.348,23,23,8,1,0,1,0,0,0,0,0,0.348
3-1より,0.583,23,12,7,4,0,0,0,10,0,0,1,0.739
0-2より,0.206,35,34,7,3,0,0,17,0,0,0,1,0.2
1-2より,0.229,84,83,19,7,0,1,34,0,0,1,0,0.229
2-2より,0.216,75,74,16,5,0,0,24,0,0,0,1,0.213
3-2より,0.182,65,33,6,1,1,0,12,32,0,0,0,0.585
