種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,3.52,3,3,0,1,2,0,0,0,0,0,0,15.1,15,0,11,6,2,6,6,1.37,0.273,1.69,-
Nighter,4.37,18,18,0,2,9,0,0,0,0,0,0,101.0,108,11,93,46,1,51,49,1.52,0.282,2.06,-
