条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.283,62,53,15,5,0,2,0,0,0,7,2,0.273
1-0より,.222,29,27,6,3,0,0,0,1,0,1,0,0.25
2-0より,.200,5,5,1,0,0,0,0,0,0,0,0,0.2
3-0より,-,7,0,0,0,0,0,0,7,0,0,0,1.0
0-1より,.500,42,38,19,3,1,1,0,0,1,2,1,0.5
1-1より,.514,37,35,18,2,0,2,0,0,1,1,0,0.528
2-1より,.474,19,19,9,0,1,2,0,0,0,0,0,0.474
3-1より,.375,26,8,3,1,0,0,0,18,0,0,0,0.808
0-2より,.255,56,55,14,2,0,2,23,0,0,1,0,0.255
1-2より,.141,79,78,11,2,0,1,40,0,1,0,0,0.152
2-2より,.203,69,69,14,0,0,0,24,0,0,0,0,0.203
3-2より,.255,77,51,13,2,0,1,17,26,0,0,0,0.506
