種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.55,11,11,0,1,5,0,0,0,0,0,0,59.1,65,7,59,28,2,32,30,1.57,0.289,1.86,-
Visitor,3.95,10,10,0,2,6,0,0,0,0,0,0,57.0,58,4,45,24,1,25,25,1.44,0.272,2.15,-
