球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,961,47.4%,150.6,74,204,210,332,50.8%,17.4%,.275,171,47,6,41,26,2
チェンジアップ,428,21.1%,138.3,66,64,54,149,43.0%,30.7%,.295,112,33,2,19,12,1
スライダー,299,14.8%,131.9,36,44,54,112,44.8%,25.2%,.276,76,21,1,25,4,0
カットボール,250,12.3%,142.0,29,45,48,80,48.8%,23.2%,.322,59,19,1,11,7,0
ナックルカーブ,71,3.5%,127.4,11,10,10,30,43.7%,35.5%,.176,17,3,1,7,1,0
カーブ,11,0.5%,129.7,0,3,0,8,27.3%,-%,.000,1,0,0,1,1,0
縦スライダー,3,0.1%,129.3,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
高速スライダー,3,0.1%,138.5,0,0,0,1,0.0%,0.0%,.000,2,0,0,0,0,0
