条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.294,250,214,63,10,0,5,49,28,2,4,2
対左打者,0.268,258,224,60,10,2,6,55,24,1,8,1
