種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.05,5,5,0,2,2,0,0,0,0,0,0,26.2,28,1,16,4,0,15,12,1.2,0.262,3.72,-
Nighter,2.79,17,17,0,6,4,0,0,0,0,0,0,103.1,104,13,69,23,2,36,32,1.23,0.261,4.26,-
