アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,130,34.3%,安打,132,79.0%
フライ,155,40.9%,四死球,29,17.4%
空三振,68,17.9%,失策出塁,6,3.6%
見三振,17,4.5%,野選,0,0.0%
犠打,9,2.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
