HQS率-,SQS率-,被打率.163,被BABIP.225,被出塁率.231,被長打率.211,K/BB3.88,K/99.58,BB/92.47,HR/90.29,GO/AO1.47,援護率-,IPR7.75,NHB%53.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.83,89.6%,14.51,1.71,14.48,716,7.0,0,0,62.0,8,35,58,
