種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.0,17,0,17,2,0,11,0,13,2,2,0,16.1,8,0,21,5,1,0,0,0.8,0.143,-,99.0
Nighter,1.18,49,0,49,4,3,35,1,39,5,4,3,45.2,26,2,45,12,1,8,6,0.83,0.17,-,5.71
