球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,1.31,22,0,22,1,1,15,0,16,1,1,1,20.2,14,1,27,5,1,4,3,0.92,0.189,-,5.17
東京ドーム,0.00,7,0,7,0,0,6,0,6,0,0,0,6.1,2,0,8,3,0,0,0,0.79,0.095,-,99.00
横浜,1.93,6,0,6,0,1,5,0,5,0,0,1,4.2,3,0,3,2,0,1,1,1.07,0.188,-,4.67
マツダスタジアム,0.00,8,0,8,2,0,4,0,6,2,2,0,6.2,2,0,8,0,0,0,0,0.3,0.091,-,99.00
神宮,0.00,7,0,7,1,1,4,1,5,2,1,1,7.1,5,0,8,0,0,1,0,0.68,0.2,-,7.33
バンテリンドーム,1.69,5,0,5,1,0,4,0,5,1,1,0,5.1,3,0,2,3,0,1,1,1.13,0.176,-,5.33
Ce その他,0.00,2,0,2,0,0,2,0,2,0,0,0,1.2,1,0,2,1,0,0,0,1.2,0.25,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,0.00,2,0,2,0,0,1,0,1,0,0,0,3.0,2,0,4,1,1,0,0,1.0,0.2,-,99.00
京セラD大阪,1.80,5,0,5,1,0,3,0,4,1,1,0,5.0,2,1,4,2,0,1,1,0.8,0.125,-,5.00
ベルーナドーム,0.00,2,0,2,0,0,2,0,2,0,0,0,1.1,0,0,0,0,0,0,0,0.0,0.0,-,99.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
