球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,342,37.0%,146.7,16,75,74,120,48.2%,10.9%,.208,72,15,1,19,7,1
スライダー,226,24.5%,131.2,47,41,25,83,50.0%,46.1%,.059,51,3,0,22,0,0
カットボール,203,22.0%,140.4,26,38,43,58,52.7%,24.3%,.216,51,11,1,16,7,1
ツーシーム,150,16.2%,141.2,29,21,20,53,46.7%,38.2%,.143,35,5,0,9,0,0
チェンジアップ,3,0.3%,133.7,0,1,1,1,66.7%,0.0%,-,0,0,0,0,0,0
