チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,1.5,13,0,13,1,0,9,0,10,1,1,0,12.0,10,1,17,5,1,2,2,1.25,0.217,-,6.0
ＤｅＮＡ,0.87,12,0,12,0,1,9,0,9,0,0,1,10.1,5,0,6,5,0,1,1,0.97,0.156,-,10.33
広島,0.0,12,0,12,2,0,7,0,9,2,2,0,10.2,3,0,12,0,0,0,0,0.28,0.088,-,99.0
ヤクルト,0.0,10,0,10,2,1,5,1,7,3,2,1,10.0,6,0,12,1,0,2,0,0.7,0.176,-,5.0
中日,1.74,10,0,10,1,0,9,0,10,1,1,0,10.1,6,1,10,4,0,2,2,0.97,0.176,-,5.17
