アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,63,35.0%,安打,34,59.6%
フライ,43,23.9%,四死球,19,33.3%
空三振,49,27.2%,失策出塁,4,7.0%
見三振,17,9.4%,野選,0,0.0%
犠打,8,4.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
