球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.252,62,258,226,35,57,8,1,8,91,30,48,24,1,6,0,2,2,2,2,.337,.403,0.74
東京ドーム,.302,13,59,53,9,16,3,1,4,33,14,6,5,0,0,0,1,0,0,0,.356,.623,0.979
横浜,.275,11,45,40,5,11,0,0,3,20,6,3,2,1,3,0,0,0,0,0,.356,.500,0.856
マツダスタジアム,.352,13,58,54,11,19,3,1,3,33,11,5,4,1,0,0,0,1,0,0,.397,.611,1.008
神宮,.347,12,54,49,7,17,4,2,3,34,11,7,3,0,1,0,1,0,0,0,.389,.694,1.083
バンテリンドーム,.234,12,56,47,8,11,4,0,1,18,8,9,7,0,1,0,1,0,0,0,.339,.383,0.722
Ce その他,.250,3,15,12,1,3,0,0,0,3,2,2,2,0,1,0,0,1,0,0,.400,.250,0.65
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.273,3,14,11,1,3,0,0,0,3,2,1,3,0,0,0,0,0,0,0,.429,.273,0.701
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.118,3,17,17,1,2,0,0,0,2,1,3,0,0,0,0,0,1,0,0,.118,.118,0.235
京セラD大阪,.333,8,32,30,3,10,2,0,0,12,2,2,2,1,0,0,0,0,0,1,.375,.400,0.775
ベルーナドーム,.200,3,12,10,1,2,0,0,1,5,2,0,2,0,0,0,0,0,0,1,.333,.500,0.833
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
