左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
49.4% (224),49.4% (224),49.4% (224),22.3% (101),22.3% (101),22.3% (101),28.3% (128),28.3% (128),28.3% (128)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
43.0% (55),95.7% (22),48.7% (147),33.6% (43),4.3% (1),18.9% (57),23.4% (30),0.0% (0),32.5% (98)
